titleId,titleName,url,thumbnailUrl,adult,finish,Writer,Painter,Original,synopsis,genre,day
839004,만남어플 중독,https://comic.naver.com/webtoon/list?titleId=839004&tab=mon,https://image-comic.pstatic.net/webtoon/839004/thumbnail/thumbnail_IMAG21_258e9101-6b52-49a2-bcaa-6f90f540624f.jpg,True,False,루즌아,루즌아,,"20살 비인기 스트리머 초롱. 어플로 만난 정체불명의 남자와의 관계 속에서 주변 사람들의 과거, 살인, 복수가 얽히며 서서히 심연으로 빠져든다.","DRAMA, 고자극드라마, 고자극스릴러, 나쁜남자, 드라마, 미스터리, 범죄, 성인웹툰, 소심녀, 유혹남, 자극적인, 절망적인, 치명적인, 컷툰, 평범녀, 현대","목, 월"
844058,신체,https://comic.naver.com/webtoon/list?titleId=844058&tab=mon,https://image-comic.pstatic.net/webtoon/844058/thumbnail/thumbnail_IMAG21_18e663e7-b2bc-4c26-8163-ea7fb31b64a9.jpg,True,False,엄세윤,정썸머,,"사채업자, 재벌, 꿈에 그리던 첫사랑까지... 모두가 내 몸을 원한다. 대체 왜?","THRILL, 드라마, 범죄, 블랙코미디, 성인웹툰, 스릴러, 이능력, 자극적인, 첫사랑, 흑백",월
758037,참교육,https://comic.naver.com/webtoon/list?titleId=758037&tab=mon,https://image-comic.pstatic.net/webtoon/758037/thumbnail/thumbnail_IMAG21_bbe528c8-7b30-4ea9-b06f-22122ce7d180.jpg,False,False,채용택,한가람,,"무너진 교권을 지키기 위해 교권보호국 소속 나화진의 참교육이 시작된다!
<부활남> 채용택 작가 X <신석기녀> 한가람 작가의 신작!","ACTION, 다크히어로, 먼치킨, 블루스트링, 사이다, 사회고발, 액션, 자극적인, 참교육, 학원물, 학원액션",월
822657,환생천마,https://comic.naver.com/webtoon/list?titleId=822657&tab=mon,https://image-comic.pstatic.net/webtoon/822657/thumbnail/thumbnail_IMAG21_99e49512-e05d-48c3-846d-d898f78523df.jpg,False,False,JP,부겸,장영훈,"철혈의 맹주, 강호의 절대자 '천하진'. 가문의 수치라 불리는 망나니 '벽리단'의 몸으로 깨어나다! 취미는 사기도박, 검은 창고에 박아둔지 오래. 하루아침에 천하제일인에서 천하의 쓰레기가 된 그는 다시 검을 잡고, 전생에서 이루지 못한 경지에 오르고자 한다.","HISTORICAL, 고인물, 동양, 동양풍판타지, 먼치킨, 무협/사극, 사이다, 소설원작, 액션, 판무, 환골탈태, 환생",월
844984,20주년 명작 극장,https://comic.naver.com/webtoon/list?titleId=844984&tab=mon,https://image-comic.pstatic.net/webtoon/844984/thumbnail/thumbnail_IMAG21_f3aba52c-7ded-49b0-a09e-b1602e4ce948.jpg,False,False,"범배, 조석","범배, 조석",,"네이버웹툰이 어느덧 20주년을 맞이했다! 그간 어떤 작품들이 네이버웹툰을 빛냈을까? 
그 길을 짚어보기 위해 레전드 개그 작가, 루키 개그 작가가 등장하였는데.... 
<마음의소리> 조석 작가가 전반 10년의 명작 10개, <기자매> 범배 작가가 후반 10년의 명작 10개를 소개해주는 네이버웹툰 20주년 콜라보 특집","COMIC, 개그, 열혈병맛개그","금, 월, 일, 화"
796075,절대검감,https://comic.naver.com/webtoon/list?titleId=796075&tab=mon,https://image-comic.pstatic.net/webtoon/796075/thumbnail/thumbnail_IMAG21_31f75c4c-81c9-454a-8d92-9e23b577e1a5.jpg,False,False,김두루미,티아이,한중월야,"단전이 부숴졌다는 이유로 집에서는 내놓은 자식 취급을 받던 소운휘는 혈교에 납치되어서도 삼류 첩자로 살아왔다.
어느 날, 전설로만 알려진 검선비록을 찾는데 이용당하다 죽은 운휘는 10년 전, 혈교에 납치되던 그 날로 돌아가게 되고 검의 목소리를 듣는 신비한 능력을 얻는다.","HISTORICAL, 동양, 먼치킨, 모험, 무협/사극, 복수극, 성장물, 소설원작, 액션, 이능력, 판무, 환골탈태, 회귀",월
817859,왕과의 야행,https://comic.naver.com/webtoon/list?titleId=817859&tab=mon,https://image-comic.pstatic.net/webtoon/817859/thumbnail/thumbnail_IMAG21_7479316a-1fca-40d6-9d8e-455f8b2fb0db.jpg,True,False,보리,보리,,"젊은 왕과 아름다운 여인이 발을 사이에 두고 앉아있다.
가느다란 흰 손가락으로 책장을 넘기는 여인은
고혹적인 목소리로 글을 읽어 내려가는데...

전하. 음양이란 서로 감응해야 응하는 것이옵니다.
몸과 마음이 무르익어 한 배에 탄 채 애락을 느끼니
그 어찌 화락하지 않으오리까?

백일의 겨울밤 동안 왕에게 책을 읽어주는 여인.
아슬아슬한 긴장감 끝에 순식간에 휩쓸린다.
서로에게 깃들고 스며든다.

숨겨뒀던 비밀이 터져 나와 모든 것을 깨울 때까지
왕과 여인은 그저 꿈 안에 있구나.","PURE, 고자극로맨스, 공식미녀, 궁중로맨스, 나쁜남자, 동양, 동양풍로맨스, 로맨스, 사연녀, 성인웹툰, 왕족/귀족, 자극적인",월
733074,백수세끼,https://comic.naver.com/webtoon/list?titleId=733074&tab=mon,https://image-comic.pstatic.net/webtoon/733074/thumbnail/thumbnail_IMAG21_80df3e76-47af-4007-b57c-e8f2830835e5.jpg,False,False,치즈,치즈,,"백수 시절 내 곁을 지켜줬던 그녀... 돌아와 주면 안 되겠니?
음식 메뉴마다 담겨 있는 우리들의 연애 흑역사!","DRAMA, 감성드라마, 공감, 드라마, 리얼로맨스, 오피스, 음식&요리, 재회, 캠퍼스, 평범남, 평범녀",월
832703,시한부 천재가 살아남는 법,https://comic.naver.com/webtoon/list?titleId=832703&tab=mon,https://image-comic.pstatic.net/webtoon/832703/thumbnail/thumbnail_IMAG21_1dab240b-fafb-472a-8b42-966f40f8fdc0.jpg,False,False,JP,윤승기,청시소,"'스물을 넘기지 못하고 단명할 운명'을 타고난 정연신.
집안사람들 모두 연신을 홀대하지만,
직접 무공을 만들 정도로 그의 실력은 대단했다.
그러던 어느 날, 연신은 자신의 수명이 얼마 남지 않았음을 알게 되는데...
시한부 천재 정연신의 살아남기 위한 고군분투가 펼쳐진다!","HISTORICAL, 고인물, 동양, 먼치킨, 모험, 무협/사극, 복수극, 소설원작, 시리어스, 정통무협, 힘숨찐",월
821793,마음의소리(였던 것),https://comic.naver.com/webtoon/list?titleId=821793&tab=mon,https://image-comic.pstatic.net/webtoon/821793/thumbnail/thumbnail_IMAG21_c5c798a7-dadf-487b-9bea-485928755332.jpg,False,False,조석,조석,,"""그리다 만화가 남아서 조금 더 넣었습니다""
마음의소리가 될 뻔한(?) 더 짧고, 더 날것의 에피소드들 대방출 (어?  이게 되네..?)","COMIC, 4차원, 가벼운, 개그, 공감, 병맛, 열혈병맛개그, 요즘핫한추천작, 지금추천작","금, 목, 수, 월, 화"
774866,똑 닮은 딸,https://comic.naver.com/webtoon/list?titleId=774866&tab=mon,https://image-comic.pstatic.net/webtoon/774866/thumbnail/thumbnail_IMAG21_b03cd4bd-bc74-4469-a501-20896bcc887f.jpg,False,False,이담,이담,,"'우리 엄마가 살인마인 것 같다.' 
성적 우수, 품행 단정, 모범적인 자식인 길소명은 엄마가 요구하는 기준에 맞춰 완벽한 딸로 살아왔다.
그러나 남동생이 강물에서 시체로 떠오른 그 날, 소명의 머릿속엔 섬뜩한 의혹이 피어오른다.
자식의 인생에 방해되는 모든 것을 없애려는 엄마와 그녀에게서 벗어나려는 딸, 두 사람의 잔혹한 모녀 스릴러!
2020 지상최대공모전 2기 우수상 수상작.","THRILL, 2020 지상최대공모전, 고자극드라마, 명작, 미스터리, 범죄, 복수극, 서스펜스, 스릴러, 시리어스, 자극적인",월
837659,이직로그,https://comic.naver.com/webtoon/list?titleId=837659&tab=mon,https://image-comic.pstatic.net/webtoon/837659/thumbnail/thumbnail_IMAG21_6f1f4ac2-fe69-494a-b175-fc5447f5a54f.jpg,False,False,우시목,이하안,,"스타트업 회사에 재직 중인 '조이'와 '맥스'.

조이는 눈에 띄는 외모와 뛰어난 사교성, 완벽한 실력의 소유자인 반면
맥스는 존재감 제로에 대인기피증, 혼밥 마스터이다. 

그런 두 사람이 한 팀, 바로 옆자리에서 공존하게 되었고
같은 팀이 된 첫날, 맥스는 조이의 모니터에서 보면 안 될 것을 보고 말았다!

그 순간부터 그의 평온한 회사 생활은 뒤틀리기 시작하는데…!","PURE, 능력녀, 러브코미디, 로맨스, 로맨스코미디, 오피스, 오피스로맨스, 요즘핫한추천작",월
821195,회귀한 공작가의 막내도련님은 암살자,https://comic.naver.com/webtoon/list?titleId=821195&tab=mon,https://image-comic.pstatic.net/webtoon/821195/thumbnail/thumbnail_IMAG21_4eff0192-8237-4ec7-b74c-bd66cfd25d51.jpg,False,False,스윙뱃,스윙뱃,커피라임,"대륙 제일의 암살자 시안 베르트
평생을 믿고 따랐던 형에게 배신당한 뒤, 비참한 최후를 맞이한다.
만약 내게 한 번 더 생이 주어진다면 그때는 다른 삶을 살 것이다.
오로지 나 하나만을 바라보면서, 내 스스로 모든 것을 이룰 수 있는 누구도 섬기지 않는 그런 삶을. 
그렇게 맞이하게 된 두 번째 삶. 더 이상 남을 위해 살던 그림자 시안 베르트는 없다.
다시 쓰는 인생 나를 위한 모든 것을 이룩하리라!","FANTASY, 고인물, 레드아이스 스튜디오, 먼치킨, 복수극, 소설원작, 아카데미물, 액션판타지, 왕족/귀족, 판타지, 회귀",월
833702,파브르 in 사천당가,https://comic.naver.com/webtoon/list?titleId=833702&tab=mon,https://image-comic.pstatic.net/webtoon/833702/thumbnail/thumbnail_IMAG21_aad66c46-90fc-4d2d-8cb9-46fc0ff0abc2.jpg,False,False,지대공마법소년,크라켄,에르훗,"독물과 독충을 다루던 백만 스트리머 매운 파브르.
아프리카 현지촬영중 블랙맘바에 물려 무림에 전생하게 된다.
정글에서 자신이 좋아하는 독물들을 키우며 자연인 생활을 하던 주인공은
독공을 사용하는 사천당가의 눈에 띄게 된다.

""자네. 우리 식구(食口)가 되게!""","HISTORICAL, 동물, 동양, 무협/사극, 빙의, 소설원작, 액션, 판무, 판타지",월
840014,샤MONEY즘,https://comic.naver.com/webtoon/list?titleId=840014&tab=mon,https://image-comic.pstatic.net/webtoon/840014/thumbnail/thumbnail_IMAG21_d0d4b1c4-bfe7-43e5-8f02-0a911652e2dc.jpg,False,False,나락,영기,,"“진짜 일류 무당은 여의도에서 논다.” 
주가의 오르내림을 예측하는 것만으로 수십, 수백 억을 벌 수 있는 여의도의 투자사들은 신통력이 있는 무당들을 고용했고, 그것은 여의도를 일류 무당들의 무대로 만들었다. 
가난한 소년이었던 천지승은 그런 여의도에 살굿으로 주가를 내리는 무당으로 고용되고… 
이 이야기는 그의 일대기를 다룬다.","FANTASY, 오컬트판타지, 인생역전, 자본주의, 판타지",월
844810,죽여주는 변호사,https://comic.naver.com/webtoon/list?titleId=844810&tab=mon,https://image-comic.pstatic.net/webtoon/844810/thumbnail/thumbnail_IMAG21_8f35083f-3ec1-4a7c-9c90-e1ee0f874601.jpg,False,False,김정현,김정현,,"킬러 조직 ‘글로리 클럽’의 C급 킬러 변호길. 어쩌다 보니 ‘변호사’가 되어버렸다.

하늘이 있으면 바닥도 있는 법!
[킬러 배드로]와 세계관을 공유하지만 배드로는 구경도 못한 우리의 소시민 ‘킬러 변호길’의 이야기.","ACTION, 개그, 액션, 액션판타지",월
843129,강아지별,https://comic.naver.com/webtoon/list?titleId=843129&tab=mon,https://image-comic.pstatic.net/webtoon/843129/thumbnail/thumbnail_IMAG21_ba502630-9203-4551-9cf3-5d15ff462f79.jpg,False,False,아음,아음,,"사람보다 먼저 떠나게 된 반려견들이 가는 곳, 강아지별. 
이곳에선 일 년이 하루와 같다고 한다.
그런 강아지 별에 오게 된 아홉 살 토리. 

 가족들이 없는 낯선 곳에서 토리를 반겨주는 선생님과 친구들.
선생님 말씀으로는 백 밤만 자면 가족들과 만날 수 있다는데.
오자마자 가족이 보고 싶어진 토리가 백 밤을 잘 보낼 수 있을까?","SENSIBILITY, 가족, 감성, 감성드라마, 감성적인, 눈물샘자극, 동물, 무해한, 세계관, 우정, 힐링",월
825332,아포칼립스에 집을 숨김,https://comic.naver.com/webtoon/list?titleId=825332&tab=mon,https://image-comic.pstatic.net/webtoon/825332/thumbnail/thumbnail_IMAG21_29b3306b-91fa-44fe-a169-e4c5925c11af.jpg,False,False,DD,송지형,로드워리어,"3년 뒤, 이 세상이 멸망하리라 예측하고 온갖 대비를 해온 '멸망주의자' 박규. 그리고 그의 예상대로, 어느 날 서울 핵 공습을 시작으로 전 세계는 핵 전쟁에 돌입. 미증유의 아포칼립스가 펼쳐진다.
모두의 비웃음에도 불구하고 전 재산을 털어 3년 전부터 묵묵히 자신만의 방공호를 파내려 간 보람이 있는 주인공 박규. 과연 그가 이 모든 일들을 내다본 것은 단순한 우연의 일치일까?","ACTION, 고인물, 먼치킨, 생존, 서바이벌, 소설원작, 아포칼립스, 액션, 인외존재, 크리처, 헌터물, 힘숨찐",월
796867,버림받은 왕녀의 은밀한 침실,https://comic.naver.com/webtoon/list?titleId=796867&tab=mon,https://image-comic.pstatic.net/webtoon/796867/thumbnail/thumbnail_IMAG21_fc03c47f-5289-4c54-b3eb-718592ce8309.jpg,True,False,혜니,혜니,성혜림,"한때는 추앙받았지만 지금은 비참하게 버림받은 왕녀 르웰린. 아무도 보호해 주지 않는 그녀에게 추악한 저주가 내려진다. 
그것은 바로 남자를 욕망하게 되는 저주. 
르웰린은 저주의 폭주를 막기 위해 결국 자신의 침실을 열게 되는데... 
버림받은 왕녀와 얽히고 설키는 네명의 남자들. 
저주의 진실은 밝혀질 것인가? 그리고 그녀와 함께 할 사내는 과연 누가 될 것인가?","PURE, 계략남, 고자극로맨스, 군림녀, 궁중로맨스, 까칠남, 능력녀, 다정남, 로맨스, 로판, 무심남, 서양, 성인웹툰, 소설원작, 순정남, 역하렘, 왕족/귀족, 자극적인, 직진녀, 치명적인",월
835082,연애리뷰,https://comic.naver.com/webtoon/list?titleId=835082&tab=mon,https://image-comic.pstatic.net/webtoon/835082/thumbnail/thumbnail_IMAG21_96693197-aa8f-4cd5-8228-3957cbaf586f.jpg,False,False,평강,라희,,"평소엔 누구보다 이성적!  
그러나 연애만 하면 상호구가 되는 기주. 
 
이번엔 다를 거라 믿었던 남자친구와의 다툼 중 계단에서 굴러 떨어지게 되는데.. 
 
병원에서 깨어난 기주의 눈 앞에 수상한 리뷰창이 보인다! 
 
'이게 뭐지? 남자친구를 평가한 듯한 전여친들의 리뷰..?' 
이 리뷰창… 기주의 연애에 구원이 되어줄 수 있을까?","PURE, 레드스트링, 로맨스, 캠퍼스로맨스",월
795297,신화급 귀속 아이템을 손에 넣었다,https://comic.naver.com/webtoon/list?titleId=795297&tab=mon,https://image-comic.pstatic.net/webtoon/795297/thumbnail/thumbnail_IMAG21_2011c0f2-3b1c-4e32-9076-ee0eb9c6f684.jpg,False,False,판테라,헤스,정선율,"D급 무투계 레이더로 마법계 레이더들의 고기방패나 하며 별 볼 일 없이 살던 재현. 
그러던 어느 날, 던전에서 우연히 ""오딘의 눈"" 이라는 최강의 귀속 아이템을 얻게 됐다.
신의 눈을 가진 자, 세계를 구할 신의 대적자의 운명을 개척하라!","FANTASY, 게임판타지, 구원서사, 먼치킨, 사이다, 소설원작, 아카데미물, 아포칼립스, 판타지, 헌터물, 회귀",월
818780,영업 천재가 되었다,https://comic.naver.com/webtoon/list?titleId=818780&tab=mon,https://image-comic.pstatic.net/webtoon/818780/thumbnail/thumbnail_IMAG21_efee8e2a-e58e-420c-a0ed-c209f4981c13.jpg,False,False,혜림,혜림,댄킴,"나는 빚을 갚기 위해 당장 할 수 있는 일을 선택했고, 그게 내겐 영업이었다.
그리고 내게 다시 한 번의 기회가 주어졌다.","FANTASY, 감성적인, 소설원작, 오피스, 직업드라마, 판타지, 현대, 회귀",월
840839,다정한 침입자,https://comic.naver.com/webtoon/list?titleId=840839&tab=mon,https://image-comic.pstatic.net/webtoon/840839/thumbnail/thumbnail_IMAG21_641363d0-0259-4fff-bba2-5ad5f9522771.jpg,False,False,이니,정유한,,"""우리가 이성으로 보일 확률? 절대 없지.""

어린 시절 사고로 가족을 잃고 한치오 가족의 보살핌 속에 자란 정이한.
커갈수록 어색함만 쌓여갔던 옆집 오빠와의 동거가 시작되는데...

꼭꼭 숨겨둔 마음에 자꾸만 침입하는 서로의 관계는 어떻게 변하게 될까.","PURE, 능글남, 로맨스, 소심녀, 청춘로맨스, 현대",월
834686,시리도록 불꽃처럼,https://comic.naver.com/webtoon/list?titleId=834686&tab=mon,https://image-comic.pstatic.net/webtoon/834686/thumbnail/thumbnail_IMAG21_5100418c-ad0f-4c77-b3fb-6b8b7f585888.jpg,False,False,김인호,김인호,유진성,"""강호로 내려가면 세상이 너의 적이 될 것이야..."" 
쇠락한 가문의 젊은 가주 '백무진'은 가세를 바로 잡기 위해 세상 밖으로의 여정을 준비한다. 세상은 그의 적이 될 것이라는 예견된 미래에도 불구하고, 무진은 외로운 싸움을 시작한다. <장씨세가 호위무사> 김인호 작가의 2024 무협 신작.","HISTORICAL, 동양, 동양풍판타지, 무협/사극, 소년물, 소년왕도물, 소설원작, 시대물, 액션, 열혈, 정통무협, 판무",월
768536,잔불의 기사,https://comic.naver.com/webtoon/list?titleId=768536&tab=mon,https://image-comic.pstatic.net/webtoon/768536/thumbnail/thumbnail_IMAG21_06774772-8958-4f9b-ad2c-895567ec11bc.jpg,False,False,환댕,환댕,,"유일한 가족이자, 최고의 기사 유망주였던 쌍둥이 동생이 살해당했다.
천재적이었던 동생과는 달리 무예에 재능이 전혀 없지만,
동생의 복수를 위해 '강함'을 연기하기로 결심했다.
약해빠진 나는 복수에 성공할 수 있을까.","FANTASY, 두뇌싸움, 마법, 복수극, 성장물, 세계관, 소년왕도물, 액션, 중세판타지액션, 판타지",월
826348,잘 헤어지는 방법,https://comic.naver.com/webtoon/list?titleId=826348&tab=mon,https://image-comic.pstatic.net/webtoon/826348/thumbnail/thumbnail_IMAG21_48916f91-0a9e-40c2-b14e-deac875b17a3.jpg,True,False,강문송,1172,,"외로웠던 세진의 인생에 나타난 완벽한 남자, 도영.
그러나 행복도 잠시,
갈수록 선을 넘는 도영의 가스라이팅에 세진은 지쳐만 간다.
결국 이별을 결심한 순간, 그의 사이코적인 모습을 보게 되는데…
과연 세진은 도영과 잘 헤어질 수 있을까?
“날 이렇게 만든 건 너야.”
지금부터 한 여자의 죽고 죽이는 이별이 시작된다.","THRILL, 계략남, 계략녀, 고자극스릴러, 두뇌싸움, 드라마, 레드스트링, 범죄, 복수극, 사연녀, 서스펜스, 성인웹툰, 스릴러, 시리어스, 요즘핫한추천작, 자극적인, 집착남, 집착물",월
843310,장편단편선,https://comic.naver.com/webtoon/list?titleId=843310&tab=mon,https://image-comic.pstatic.net/webtoon/843310/thumbnail/thumbnail_IMAG21_3cf6d1eb-a9e8-4c2b-8598-fbe7c57e4b04.jpg,False,False,기주주,기주주,,"장편의 감상이 느껴지는 다양한 장르의 단편 모음집.
스릴러와 개그, 드라마와 로맨스 등 장르를 넘나드는 다양한 단편을 한 번에 즐겨보세요.","DRAMA, 괴담, 독자PICK, 드라마, 로맨스, 흑백",월
845271,먹는 인생2,https://comic.naver.com/webtoon/list?titleId=845271&tab=mon,https://image-comic.pstatic.net/webtoon/845271/thumbnail/thumbnail_IMAG21_b5f0f7d6-3527-4afb-8d66-f4de65d4d0ff.jpg,False,False,홍끼,홍끼,,"행복한 일상에는 맛있는 음식이 빠질 수 없지! 
맛있는 음식을 탐험하며 이어지는 일상 이야기","DAILY, 4컷만화, 가벼운, 가족, 결혼생활, 공감, 러블리, 연애/결혼공감, 음식&요리, 일상, 힐링","목, 월"
805702,토마토가 돼라!,https://comic.naver.com/webtoon/list?titleId=805702&tab=mon,https://image-comic.pstatic.net/webtoon/805702/thumbnail/thumbnail_IMAG21_d862f8dd-6f21-4abf-a51c-7e00128aaae4.jpg,False,False,뮤리,뮤리,,껄렁한 겉모습으로 인해 음험한 소문을 몰고 다니는 시골 토박이 전학생 신이석은 첫눈에 반한 전교 1등 수재 조해주의 앙큼한 비밀을 목격하게 되고... 그에 대한 의문은 점차 눈덩이처럼 불어나기만 한다. 겉만 번지르르 붉고 속은 흰 사과 같은 조해주에게 진성 토마토 신이석의 짝사랑 폭격이 시작된다!,"PURE, 가벼운, 공식미남, 능글남, 러블리, 로맨스, 설렘폭발, 짝사랑녀, 청춘, 청춘로맨스, 폭스남, 학원로맨스, 햇살캐",월
832243,"정신 차려, 전승연",https://comic.naver.com/webtoon/list?titleId=832243&tab=mon,https://image-comic.pstatic.net/webtoon/832243/thumbnail/thumbnail_IMAG21_10198941-e7d8-4a0e-abc5-cabc6759cca9.jpg,False,False,제민,제민,,"예쁜 얼굴, 큰 키, 특유의 분위기 덕에 인기가 많은 승연은 
PC방에서 알바하며, 자신에게 호의를 보이는 남자 손님들에게 
값싼 자존감을 얻곤 한다.

4학년이 된 지금은 학업에 매진해야 하는 걸 알지만, 
쉽게 PC방 알바를 그만두지 못하는 승연은 
은근 매력있는 이범을 만나게 되는데...","PURE, 로맨스",월
829195,우주천마 3077,https://comic.naver.com/webtoon/list?titleId=829195&tab=mon,https://image-comic.pstatic.net/webtoon/829195/thumbnail/thumbnail_IMAG21_70e13aca-ac81-4e47-b856-6c5d8651a0c5.jpg,False,False,산하,김대영,녹색여우,"오랜 세월이 흘러 태산에 봉인된 천마가 눈을 떴을 때,
이미 인류는 방사능에 절여진 지구를 떠나 은하를 누비고 있었다.","HISTORICAL, sf, 고인물, 동양풍판타지, 먼치킨, 무협/사극, 소설원작, 아포칼립스, 액션, 인외존재, 판무, 힘숨찐",월
836833,통제구역관리부,https://comic.naver.com/webtoon/list?titleId=836833&tab=mon,https://image-comic.pstatic.net/webtoon/836833/thumbnail/thumbnail_IMAG21_a975a707-5678-4cc2-ab05-986433b3e1f1.jpg,False,False,탄광,탄광,,"여기는 통제구역관리부,
관리해야 할 곳들이라곤 온통 이상한 변칙과 수칙이 가득한 공간들 뿐이다.
하지만 아무리 기이한 일이 벌어진다 해도 일은 해야 하는 법.
오늘 하루는 무사히 살아서 보낼 수 있을까?","THRILL, 2024 지상최대공모전, 고자극스릴러, 괴담, 스릴러, 자극적인, 크리처",월
844226,경경수의 개발만화,https://comic.naver.com/webtoon/list?titleId=844226&tab=mon,https://image-comic.pstatic.net/webtoon/844226/thumbnail/thumbnail_IMAG21_149b3a07-940d-440b-82e9-0106a0510dc6.jpg,False,False,경경수,경경수,,"오늘도 에러 알람과 함께 시작되는 개발자의 하루.

출근길엔 버그 확인, 회의실에선 눈치게임, 밤엔 장애 리포트 작성.
하지만 그 모든 삽질조차 만화 소재가 된다.
출근부터 야근까지, 모든 순간을 웃음으로 리팩토링한 개발자 개그만화!

진짜 개발 몰라도 웃김. 그냥 웃고 가세요.","COMIC, 가벼운, 개그, 독자PICK, 무해한, 일상, 컷툰",월
814742,좀비묵시록 82-08,https://comic.naver.com/webtoon/list?titleId=814742&tab=mon,https://image-comic.pstatic.net/webtoon/814742/thumbnail/thumbnail_IMAG21_78eadccd-67fa-4657-be55-365b69520a45.jpg,False,False,달아,"경우, 아쿠아콘",박스오피스,"탕-!

의문의 선박 속
'그것'으로부터 시작된 괴이한 전염병은
서울을 죽음의 도시로 만들어버린다.

예고 없이 닥쳐온 심판의 그날부터
세상의 모든 질서는 완전히 리셋되었다.

처절한 생존 경쟁 속에서
프로젝트명 [좀비묵시록 82-08]이 시작된다.","ACTION, 감염, 밀리터리, 서스펜스, 소설원작, 스릴러, 시리어스, 아포칼립스, 액션, 자극적인, 절망적인, 현대",월
842977,1초에 100만원,https://comic.naver.com/webtoon/list?titleId=842977&tab=mon,https://image-comic.pstatic.net/webtoon/842977/thumbnail/thumbnail_IMAG21_c4db8bbe-1c56-47e1-a9bd-4807cc4477a7.jpg,False,False,"도보리, 이지호",웨이브,,"1초마다 100만원씩 한도가 올라가는 신비의 지갑.

단, 조건이 있다.
지갑에서 돈을 꺼내 쓰는 만큼 나와 관련된 무언가가 줄어든다는 것!
문제는, 줄어드는 것이 무엇인지는 알 수 없다고 하는데...?

그럼에도 지갑의 소유주가 되겠다고 결심한 사람들.
오늘 하루만, 이번 달까지만…
1초마다 100만원씩 생기는 달달한 현실에
이들은 자신이 어떤 대가를 치르고 있는지도 모른 채 돈을 꺼내고 또 꺼낸다.

불로소득으로 얻은 천문학적인 금액으로 원하는 행복을 살 수 있을까?
혹은, 그들이 잃고 있는 것이야말로 진짜 행복이었던 건 아닐까.","FANTASY, 고자극드라마, 공감, 사이다, 자극적인, 판타지, 하이퍼리얼리즘",월
828167,구야는 신입,https://comic.naver.com/webtoon/list?titleId=828167&tab=mon,https://image-comic.pstatic.net/webtoon/828167/thumbnail/thumbnail_IMAG21_f2b97f04-93f5-4bef-ac3b-7f407cba53f8.jpg,False,False,구야,구야,,"평생 학생일 줄 알았던 내가 어느새 직장인이 되어버렸다.
직장인이 된 기쁨도 잠시... 이제는 일하다가 몰래 잡코리x만 뒤져보는 직장인이 되어버렸다는데...
사회초년생 구야의 웃픈(?) 홀로서기","DAILY, 2024 연재직행열차, 가벼운, 개그, 공감, 무해한, 오피스, 일상, 일상개그힐링, 직업드라마, 청춘, 컷툰","금, 월"
840845,몬스터와 힐링하는 S급 헌터,https://comic.naver.com/webtoon/list?titleId=840845&tab=mon,https://image-comic.pstatic.net/webtoon/840845/thumbnail/thumbnail_IMAG21_4f467d2a-6c56-48d3-8054-13f63b314c95.jpg,False,False,팀 더 지크,손이도,다기205,"키메라 헌터로 이용당하며 이지를 잃고 살아오길 수십 년.
게이트 안에 버려진 후, 인간의 모습으로 부활했다.

인간 '천도운'으로 살아갈 기회를 얻은 만큼 유유자적 힐링 라이프를 즐기려 했건만,
집 앞마당으로 마계 생물들과 과거의 인연들이 하나 둘 모여들어 도움을 청하는데...

복수? 처리?
...일단 옷부터 입고 시작하자.

척박한 마계 집 앞마당에서 펼쳐지는 천도운의 본격 힐링(?) 라이프!","FANTASY, 소설원작, 액션판타지, 음식&요리, 이세계, 인외존재, 판타지, 힐링",월
834261,최악의 세대,https://comic.naver.com/webtoon/list?titleId=834261&tab=mon,https://image-comic.pstatic.net/webtoon/834261/thumbnail/thumbnail_IMAG21_4493e83f-91d2-4631-933c-1fcefe9900b7.jpeg,False,False,"MAJOR, 광산","MAJOR, 광산",,"'요즘 애들 싸가지가 없다.'
'그렇게 만든 게 당신들이라고.'
전설의 주먹, 정불도. 출소 후 새 인생을 살려 하지만
불도의 주변인들은 신흥 MZ조폭에 고초를 겪게 된다.
이를 지켜보던 '태은석'은 자신의 복수에 불도를 이용하려 하는데..","ACTION, 액션",월
817365,악당 가족이 독립을 반대한다,https://comic.naver.com/webtoon/list?titleId=817365&tab=mon,https://image-comic.pstatic.net/webtoon/817365/thumbnail/thumbnail_IMAG21_f60d4626-86f6-4ed4-aad0-6bd806f91043.jpg,False,False,밋츄,하티,이흰,"가족애 따위 없는 살벌한 악당 가문의 사생아 엘로디, 어느 날 갑자기 전생의 기억을 찾다!
자신이 환생한 이곳이 전생에 읽었던 소설 속이며
3년 후 진짜 여주인공이 나타나면서 자신은 악당 가족에게 버림받고 살해당할 운명임을 깨닫고
언니가 등장하기 전까지 적당히 뒷돈 챙기다가 이 가문에서 독립하자!고 생각했는데……
“독립? 그게 무슨 개소리지?”
“너한테 바람 불어 넣은 놈이 누구야.”
“누님, 혹시라도 가출할 생각은 아니겠지?”
가족들이 독립을 반대한다? 저 살고 싶은데요, 독립시켜 주세요!","PURE, 가벼운, 공식미녀, 궁중로맨스, 다정남, 러블리, 로맨스, 로맨틱코미디, 로판, 무해한, 빙의, 소설원작, 악녀, 악역이주인공, 역하렘, 왕족/귀족, 햇살녀, 햇살캐",월
